Role,Name
Cinematic Artists,Jarett Riva
Cinematic Artists,Xin Wang
Cinematic Artists,Kenson Yu
Cinematic Technical Artists,John Burnett
Cinematic Technical Artists,Joe Frayne
Cinematic Technical Artists,Steeg Haskell
Cinematic Technical Artists,Jared Keller
Cinematic Technical Artists,Hung Le
Cinematic Technical Artists,Nelson Wang
Render Farm Supervisor,Mike Kramer
Additional Cinematic Artists,Dan Burke
Additional Cinematic Artists,John Chalfant
Additional Cinematic Artists,Ryan Duncan
Additional Cinematic Artists,Mark Skelton
Additional Cinematic Artists,Patrick Thomas
Additional Cinematic Artists,Seth Thompson
Additional Cinematic Artists,Ru Weerasuriya
Additional Cinematic Artists,Jason Wen
Audio Supervisor (Cinematics),Glenn Stafford
Sound Producer,Gloria Soto
Lead Composer,Jason Hayes
Lead Sound Designer,Brian Farr
Music,Tracy W. Bush
Music,Derek Duke
Music,Jason Hayes
Music,Glenn Stafford
Sound Design,Tracy W. Bush
Sound Design,Victor Crews
Sound Design,Brian Farr
Casting Supervisor/ VO & Sound Editor,Tami Donner Harrison
Voice Direction,Chris Metzen
Voice Direction,Micky Neilson
Voice Acting,Michele Arko
Voice Acting,Tracy W. Bush
Voice Acting,Joey Cash
Voice Acting,Johnny Cash
Voice Acting,Victor Crews
Voice Acting,Samwise Didier
Voice Acting,Tami Donner Harrison
Voice Acting,Derek Duke
Voice Acting,Michelle Elbert
Voice Acting,Brian Farr
Voice Acting,Ron Frybarger
Voice Acting,Manuel Gonzales
Voice Acting,Carrie Gordon-Lowrey
Voice Acting,Trula Hoosier
Voice Acting,Harley Huggins
Voice Acting,Timothy Ismay
Voice Acting,Monte Krol
Voice Acting,Abe Lasser
Voice Acting,Jon Mankin
Voice Acting,Twain Martin
Voice Acting,Holly Matecki
Voice Acting,Sean McCrea
Voice Acting,Chris Metzen
Voice Acting,Kaeo Milker
Voice Acting,Lani Minella
Voice Acting,Mike Morhaime
Voice Acting,Collin Murray
Voice Acting,Gloria Neely
Voice Acting,Mickey Neilson
Voice Acting,Nicholas Pisani
Voice Acting,Gary Platner
Voice Acting,David Saunders
Voice Acting,Evelyn Smith
Voice Acting,Glenn Stafford
Voice Acting,Snoopy Watkins
Voice Acting,Sunda Zafrin
Worldwide Launch Executive,Paul Sams
Worldwide Launch Management,Itzik Ben-Bassat
Worldwide Launch Management,Lisa Pearce
Manual Layout,Eli Catalan
Manual Producer,Jason Hutchins
Manual Development and Editing,Eli Catalan
Manual Development and Editing,Elliott Chin
Manual Development and Editing,Jason Hutchins
Manual Development and Editing,Mark Kern
Manual Development and Editing,Denise Lopez
Manual Development and Editing,Jonathan Mankin
Manual Development and Editing,Chris Metzen
Manual Development and Editing,Rob Pardo
Manual Development and Editing,Lisa Pearce
Manual Development and Editing,Evelyn Smith
Manual Artwork,Carlo Arellano
Manual Artwork,Adam Byrne
Manual Artwork,Samwise Didier
Manual Artwork,Allen Dilling
Manual Artwork,Eric Henze
Manual Artwork,Brian Hsu
Manual Artwork,Brandon Idol
Manual Artwork,Semi Kim
Manual Artwork,Chris Metzen
Manual Artwork,Ted Park
Manual Artwork,Bill Petras
Manual Artwork,Glenn Raine
Manual Artwork,John Staats
Manual Artwork,Justin Thavirat
Manual Artwork,Ru Weerasuriya
Manual Artwork,Thanks to White Wolf
Quality Assurance Manager,John Lagrave
Quality Assurance Assistant Managers,Sean McCrea
Quality Assurance Assistant Managers,Mark Moser
QA Night Supervisor,Jonathan Mankin
QA Lead Testers,Robert Foote
QA Lead Testers,Michael Murphy
QA Lead Assistant,Kelly Chun
QA Technical Engineers,Jason Fader
QA Technical Engineers,Evelyn Smith
QA Compatibility Testing,Omar Gonzalez
QA Compatibility Testing,Danny Nguyen
QA Compatibility Testing,Taylor Russ
QA Team Leads,Michele Marie Arko
QA Team Leads,Scott N. Army
QA Team Leads,Ben Brode
QA Team Leads,Shane S. Cargilo
QA Team Leads,Jamie Chang
QA Team Leads,Michael Chen
QA Team Leads,Steven Chow
QA Team Leads,Dennis Crabtree
QA Team Leads,Les W. Douglas
QA Team Leads,Michelle Elbert
QA Team Leads,Ron Frybarger
QA Team Leads,Ed Kang
QA Team Leads,Jin Kim
QA Team Leads,Ray Laubach
QA Team Leads,Chris Manprin
QA Team Leads,Justin K. Parker
QA Team Leads,Lee Sparks
QA Team Leads,Craig Steele
QA Team Leads,Stan Wang
Game Testers,Nicholas Betteker
Game Testers,Edward Bui
Game Testers,Jeff Chang
Game Testers,Jack Chen
Game Testers,James Cho
Game Testers,Aaron Contreras
Game Testers,Brandon Crumpler
Game Testers,Tim Daniels
Game Testers,Foster Michael Elmendorf
Game Testers,Mei Dean Francis
Game Testers,Jon Graves
Game Testers,Josh Hilborn
Game Testers,Timothy Ismay
Game Testers,Michael Maggard
Game Testers,Stuart Massie
Game Testers,Jeff McLean
Game Testers,Kurtis Paddock
Game Testers,RA Pearson
Game Testers,Nicholas M. Pisani
Game Testers,Anthony Reyes
Game Testers,Chuck Salzman
Game Testers,David Sanchez
Game Testers,Samuel Schrimsher
Game Testers,Michael Schwan
Game Testers,Anant Singh
Game Testers,Brian Stankowitz
Game Testers,Shawn Su
Game Testers,Michael Mooteh Sun
Game Testers,Alex Tsang
Game Testers,Joseph Vales
Game Testers,Brandan Vanderpool
Game Testers,Sean Wang
Game Testers,Geoffrey Yeh
Game Testers,Tengying Yu
Additional Game Testing,Zach Allen
Additional Game Testing,Zebulon Batke
Additional Game Testing,Josh Bertram
Additional Game Testing,Zach Callanan
Additional Game Testing,Wesley Campbell
Additional Game Testing,Greg Cucchissi
Additional Game Testing,Dustin Chang
Additional Game Testing,Yuan Cheng
Additional Game Testing,Jack Cheung
Additional Game Testing,Joel Clift
Additional Game Testing,Matt Coalson
Additional Game Testing,Beni Elgueta
Additional Game Testing,Dave Eliasberg
Additional Game Testing,Brian Fattorini
Additional Game Testing,Gary Gibson
Additional Game Testing,Manuel Gonzales
Additional Game Testing,Justin Hamilton
Additional Game Testing,Jason Thor Hall
Additional Game Testing,Patrick Henry
Additional Game Testing,Lyno Hychong
Additional Game Testing,Jeff Jones
Additional Game Testing,Stephen Kim
Additional Game Testing,Jason Liang
Additional Game Testing,Richard Lin
Additional Game Testing,Robert Lohaus
Additional Game Testing,Brian Love
Additional Game Testing,John Meyers
Additional Game Testing,Brandon Norton
Additional Game Testing,Haz Novoa
Additional Game Testing,Wale Oyejide
Additional Game Testing,David Potts
Additional Game Testing,Emilio Segura
Additional Game Testing,Kenneth Shaw
Additional Game Testing,Steve Shin
Additional Game Testing,Geordie Swainbank
Additional Game Testing,Walter Takata
Additional Game Testing,Joshua Tapley
Additional Game Testing,Jeffrey Therrien
Additional Game Testing,Christopher Van Der Westhuizen
Additional Game Testing,David G. Wagner
Additional Game Testing,Constance Wang
Additional Game Testing,Ian Welke
Additional Game Testing,Daniel Westmoreland
Technical Support Manager,Thor Biafore
Assistant Technical Support Manager,Jason Stilwell
Billing and Account Services Lead,Doug Abel
Sales/Billing,Liam Knapp
Sales/Billing,Dean Shelden
Sales/Billing,Jeffery Smith
Sales/Billing,Jason White
Technical Support Programming,David Nguyen
Technical Support Representatives,Charlie Areson
Technical Support Representatives,Jason Chen
Technical Support Representatives,Brett Dixon
Technical Support Representatives,Norman Harms
Technical Support Representatives,Joseph Holley
Technical Support Representatives,John Hsieh
Technical Support Representatives,Chad Jones
Technical Support Representatives,Jeff Jones
Technical Support Representatives,Richard Kennedy
Technical Support Representatives,Nathan Lutsock
Technical Support Representatives,Kris Nedrebo
Technical Support Representatives,Michael Nguyen
Technical Support Representatives,Michael Pierce
Technical Support Representatives,Cuong Quach
Technical Support Representatives,Adam Slack
Technical Support Representatives,Scott Sweeting
Technical Support Representatives,Martin Tande
Technical Support Representatives,Micah Whipple
Technical Support Representatives,Mataio Wilson
Technical Support Representatives,Jamie Wood
Technical Support Representatives,Kenny Zigler
In-Game Support Management,Eric Avila
In-Game Support Leads,Mitchell Bricker
In-Game Support Leads,Chris Manley
In-Game Support Leads,Jason Park
In-Game Support Leads,John Schwartz
In-Game Support Leads,Max Whitaker
In-Game Support,Tim Ashwood
In-Game Support,Matt Barnett
In-Game Support,Derek Benton
In-Game Support,Jason Bereznay
In-Game Support,Carl Brumm
In-Game Support,David Carey
In-Game Support,Sam Carne
In-Game Support,Kevin Carter
In-Game Support,Dustin Chang
In-Game Support,Darius Cho
In-Game Support,Bryn Clark
In-Game Support,Joanna Cleland
In-Game Support,Matt Coburn
In-Game Support,Angelo Conception
In-Game Support,Jeremy Conrad
In-Game Support,Dana Darnell
In-Game Support,Joshua Downs
In-Game Support,Jon Dvorak
In-Game Support,Adam Ebmeier
In-Game Support,Tom Edwards
In-Game Support,Nathan Erickson
In-Game Support,Ronnie Everett
In-Game Support,Bejan Fozdar
In-Game Support,Justin Goad
In-Game Support,Manuel Gonzales
In-Game Support,Ryan Gunst
In-Game Support,Justin Guthrie
In-Game Support,Kristen Hewes
In-Game Support,Danielle Homer
In-Game Support,Joshua Horst
In-Game Support,Adam Hughes
In-Game Support,Leanne Huynh
In-Game Support,Tony Hsu
In-Game Support,Jessica Johnson
In-Game Support,Bryan Langford
In-Game Support,Corey Louie
In-Game Support,Holly Matecki
In-Game Support,Mark McCarty
In-Game Support,Mike Moneymaker
In-Game Support,Travis Otten
In-Game Support,Alfredo Padron
In-Game Support,Danny Palmer
In-Game Support,Brad Pray
In-Game Support,Nicholas Ray
In-Game Support,Ryan Quinn
In-Game Support,Kyle Riseling
In-Game Support,Trevor Rothman
In-Game Support,Andreas Rounds
In-Game Support,Julie Salter
In-Game Support,Matthew Sherman
In-Game Support,Shaun Simmons
In-Game Support,Julie Sklarew
In-Game Support,Brian Smith
In-Game Support,Richard Smith
In-Game Support,Craig Sweet
In-Game Support,Laura Szigeti
In-Game Support,Jesse Thomas
In-Game Support,Jason Throop
In-Game Support,Asheesh Thukral
In-Game Support,Christopher Towne
In-Game Support,Jake Turner
In-Game Support,Tom Twedell
In-Game Support,Melissa Ullrich
In-Game Support,Chris Voss
In-Game Support,Oliver Voss
In-Game Support,David Wareham
In-Game Support,Maurice Wilson
In-Game Support,Matt Worcester
Localization Producer,Jason Hutchins
Associate Localization Producer,Jonas Laster
Associate Localization Producer,VUG LOCALIZATION TEAM
General Manager,Gerry Carty
European Localisation Manager,Barry Kehoe
Project Manager,Eithne Hagan
Translation Vendor Manager,Annette Lee
Linguistic Project Manager,Laura Casanellas
Linguistic Coordinator,Corina Zaha
Engineering Manager,Lawrence Moran
Software Engineering,David Doheny
Q.A. Manager,David Hickey
Q.A. Lead,Conor Harlow
Q.A. Testers - French,Maurice Larkin
Q.A. Testers - French,Russell Perin
Q.A. Testers - French,Dimitry Renardet
Q.A. Testers - German,Sandra Rothig
Q.A. Testers - German,Henry Ertner
Q.A. Testers - German,Hugh Lawton
Graphics/Audio Coordination,Bill Sweeney
Graphics/Audio Coordination,David Fleming
RTM Validation,Philippe Gendreau
RTM Validation,BLIZZARD ENTERTAINMENT
Business Development & Business Operations,Paul Sams
Business Development & Operations,Elaine DiIorio
Business Development & Operations,Denise Lopez
Business Development & Operations,Isaac Matarasso
Business Development & Operations,Lisa Pearce
Business Development & Operations,Sarah Tucker
Information Technologies Manager,Robert Van Dusen
Information Technologies,Edward Hanes
Information Technologies,Brian Hill
Information Technologies,Mike Kramer
Information Technologies,Hung Nguyen
Information Technologies,Mike Pearce
Information Technologies,Mike Schaefer
Information Technologies,Jeremy Smith
Information Technologies,Casey Suyeto
Information Technologies,Stephen T. Wong
IT Engineering & Network Design,Adrian Luff
IT Engineering & Network Design,Jeff Berube
Data Archivist,Kris Mackey
"Office Administration/
Human Resources/
Facilities Management",Kacy Dishon
"Office Administration/
Human Resources/
Facilities Management",Jeanette Gullock
"Office Administration/
Human Resources/
Facilities Management",Kaeo Milker
"Office Administration/
Human Resources/
Facilities Management",Jamie Neveaux
"Office Administration/
Human Resources/
Facilities Management",Hugh Todd
"Office Administration/
Human Resources/
Facilities Management",Talishia Thompson
Financial Management,David Gee
Financial Management,Paul Sams
Public Relations,Lisa Bucek-Jensen
Public Relations,Elliott Chin
Public Relations,Gil Shif
Public Relations,George Wang
Web Team,Lisa Bucek-Jensen
Web Team,Mathieu Chauvin
Web Team,Geoff Fraizer
Web Team,Mike Hein
Web Team,Jon Jelinek
Web Team,Gil Shif
Web Team,Alex Sun
Web Team,Blaine Whittle
Community Management,Lisa Bucek-Jensen
Community Management,Daniel Chin
Community Management,Paul Della Bitta
Community Management,Kristen DeMeza
Community Management,Gil Shif
Legal Counsel,Kevin Crook
Legal Counsel,Terri Durham
Legal Counsel,Rod Rigole
Legal Counsel,Eric Roeder
Legal Counsel,Tracy Gibbs-Sargeant
Legal Counsel,James Shaw
Global Brand Management,Neal Hubbard
Global Brand Management,Marc Hutcheson
Global Brand Management,Matt Kassan
North American Sales,Philip O'Neil
North American Sales,Bruce Slywka
North American Sales,Lowell Vaughen
Marketing Creative Services,Kathy Carter-Humphreys
Marketing Creative Services,Jessica Drossin
Marketing Creative Services,Zachary Hubert
Marketing Creative Services,Steve Parker
Marketing Creative Services,Raul Ramirez
Marketing Creative Services,Hayley Sumner
Marketing Creative Services,Bill Watt
Recruiting,Jack Sterling
Packaging Artwork,Brom
Packaging Artwork,William Petras
Packaging Artwork,Justin Thavirat
Manufacturing,Tom Bryan
Manufacturing,Bob Wharton
Hosting Partners,AT&T
Hosting Partners,DACOM/KIDC
Hosting Partners,Telia
Director of Dunsel Development,Frank Pearce
Dunsel Specialist,Alan Dabiri
Thanks To,Chris Sigaty
Thanks To,Brad Mason
Thanks To,Don Grey
Thanks To,Huong Grey
Thanks To,Kirk Mahony
Thanks To,Jimmie Nelson
Thanks To,Donna Anthony
Thanks To,Beau Yarborough
Thanks To,Ian Welke
Thanks To,DJAMES Goddard
Thanks To,Christophe Ramboz
Thanks To,Michael Fuller
Thanks To,Flavie Gufflet
Thanks To,Stu Rose
Thanks To,Duane Stinnett
Thanks To,Brenda Perdion
Special Thanks,Blizzard North
Special Thanks,Bruce Hack
Special Thanks,Jean-Francois Grollemund
Special Thanks,Bob & Jan Davidson
Cinematic Sound Contractors,David Farmer
Cinematic Sound Contractors,Paul Menichini
Cinematic Sound Contractors,Jeff Kurtenacker
Cinematic Sound Contractors,Michael Aarvold
Cinematic Sound Contractors,Robert Michael Sherlock
Cinematic Sound Contractors,Tom Brewer
Cinematic Sound Contractors,"Original choir music performed
by the University
Choir & California State
University, Long Beach"
Cinematic Sound Contractors,"Original music recorded at
Citrus College, Glendora, CA"
Additional Thanks,Keith Galocy & Greg James at NVIDIA
Additional Thanks,Celeste Aviva
Additional Thanks,Tracy Farr
Additional Thanks,The Jan Family
Additional Thanks,Lisa Schoner
Additional Thanks,John Carlson
Additional Thanks,The Zics
Additional Thanks,Jesse and Tina
Additional Thanks,Ken and Ryu
Additional Thanks,Jenifer and Charles Riggio
Additional Thanks,"Lisa, Erin & Logan Pierce"
Additional Thanks,Insufficient Light
Additional Thanks,Firefly
Additional Thanks,Tie Domi
Additional Thanks,Mindi Johnson
Additional Thanks,Chuck Foote
Additional Thanks,Britney Spears
Additional Thanks,Howard Rumsey
Additional Thanks,Jack Cheung
Additional Thanks,Kenny “Big Fro” Vasquez
Additional Thanks,David Gonzales
Additional Thanks,Nicole Stern
Additional Thanks,Bunky & Ronin
Additional Thanks,Da Ali G Show
Additional Thanks,Frisbee Golf
Additional Thanks,Diana Bond
Additional Thanks,Homestarrunner.com
Additional Thanks,Michelle Delgado and Aiden Bell
Additional Thanks,Dream Theater
Additional Thanks,Patrick Burke
Additional Thanks,Mike Stephenson
Additional Thanks,DKLA
Additional Thanks,"Kim, Lenn & Sokoan"
Additional Thanks,The Bandit
Additional Thanks,The Leaky Faucet
Additional Thanks,Andrew Brownell
Additional Thanks,Carol Mooney
Additional Thanks,Stay-Puft Marshmallow Man
Additional Thanks,Rachel Whittle
Additional Thanks,Ethan Whittle
Additional Thanks,Frances Lin
Additional Thanks,Val Margolin
Additional Thanks,Ben Margolin
Additional Thanks,The Morrisroe Family
Additional Thanks,"Alex, Tati and my Brazilian Family"
Additional Thanks,The Mailboxes gang and friends
Additional Thanks,Sandy Schneible
Additional Thanks,"Sonya, Lily &Toby"
Additional Thanks,beatmania IIDX
Additional Thanks,Grandma and Grampa Connelly
Additional Thanks,Landlady Yasmin
Additional Thanks,They Might Be Giants
Additional Thanks,Jeramy R. Cooke
Additional Thanks,In-Sun Allan Mack
Additional Thanks,"ChennyT, Brutus and Newton"
Additional Thanks,El Torito Grill’s Tortillas
Additional Thanks,The Sanders family
Additional Thanks,Our US Troops
Additional Thanks,The Oglesby Family
Additional Thanks,Linkin Park
Additional Thanks,The Shane Cube
Additional Thanks,Nicole Numbers
Additional Thanks,John and Susan Shoulet
Additional Thanks,Jet Blue
Additional Thanks,Richard Zinser
Additional Thanks,Gordon Walton
Additional Thanks,Pandemonium
Additional Thanks,Yuliya and Jasper Duke
Additional Thanks,Dietrich and the Gang
Additional Thanks,Jackers
Additional Thanks,Patsy’s
Additional Thanks,Grammy
Additional Thanks,France Salama
Additional Thanks,Bob & Frances Bridenbecker
Additional Thanks,Adam “where’s my free copy” Maxwell
Additional Thanks,Lauren and Mirah
Additional Thanks,Icculus and friends
Additional Thanks,705 Crew
Additional Thanks,Wendy Aello
Additional Thanks,Bill & Emily Backus
Additional Thanks,The New England Patriots
Additional Thanks,Radish Pal and Oyster Knickers
Additional Thanks,Mike Benjamin
Additional Thanks,Brittany Curtis
Additional Thanks,Jordan and Janeybear
Additional Thanks,"Penny, Barry & Brie Berman"
Additional Thanks,Yasmin
Additional Thanks,"Randy, Mike and Robin Wood"
Additional Thanks,Craig Harrison
Additional Thanks,The Kaplan Family
Additional Thanks,Colin and Emi Finer
Additional Thanks,Crystal Shif
Additional Thanks,The Shif/Chweh/Thomas/Morgan Family
Additional Thanks,"The Baxters, every one of’em"
Additional Thanks,The Bunky & The Babba
Additional Thanks,The A-Team of Kabald – GBBG
Additional Thanks,Grac’s Beta Tester All-Stars – huzzah!
Additional Thanks,Jackie & Larry Linemann
Additional Thanks,Sheila
Additional Thanks,Kaitlin
Additional Thanks,Breanna
Additional Thanks,Kyle & Meaghan
Additional Thanks,Apple Computer
Additional Thanks,ATI Developer Relations
Additional Thanks,Karlee & Paige Chadwick
Additional Thanks,Rob Beatie
Additional Thanks,Kurt Werle
Additional Thanks,Mike Davy
Additional Thanks,Peter-Pike Sloan
Additional Thanks,Terry Gordon
Additional Thanks,Amanda Panda
Additional Thanks,The Byrne Family
Additional Thanks,Sonal Patel
Additional Thanks,Ralph
Additional Thanks,David
Additional Thanks,Marvin
Additional Thanks,Larry
Additional Thanks,Nonno
Additional Thanks,Barbara
Additional Thanks,Audrey
Additional Thanks,Mumbo
Additional Thanks,My parents in Shanghai
Additional Thanks,The “Sonnys” for making me an uncle
Additional Thanks,Pamina Elgueta
Additional Thanks,Team 1
Additional Thanks,Stacey & Lucas Frayne
Additional Thanks,Mumsie
Additional Thanks,Nathan
Additional Thanks,Tim & James
Additional Thanks,The Griffith Clan
Additional Thanks,Kana
Additional Thanks,The Hendersons
Additional Thanks,Luciana
Additional Thanks,Giorgia & Joao Felipe De Martini
Additional Thanks,Wang & Li Families
Additional Thanks,Amy & Eugene Johnson
Additional Thanks,Roger & Joan Earle
Additional Thanks,Jin Hong An
Additional Thanks,Peter Pau
Additional Thanks,Katelynn Hassler
Additional Thanks,The Riva family
Additional Thanks,"Don, Dawn & Becky Price"
Additional Thanks,Team Empire III
Additional Thanks,"Ryan, David, Christopher & Stephanie Samia"
Additional Thanks,Emily McCullough
Additional Thanks,David
Additional Thanks,Adam
Additional Thanks,Tina
Additional Thanks,Chow & Chan Family
Additional Thanks,Liz Law
Additional Thanks,Mom
Additional Thanks,Dad
Additional Thanks,Kerwin
Additional Thanks,Tina
Additional Thanks,Verna
Additional Thanks,Collin
Additional Thanks,Ma
Additional Thanks,Jordan
Additional Thanks,Lowerys
Additional Thanks,My Ann
Additional Thanks,Nook
Additional Thanks,Mike
Additional Thanks,20 Silver Fir
Additional Thanks,Khanh
Additional Thanks,Tram
Additional Thanks,Vang
Additional Thanks,Chau
Additional Thanks,Barbara & Tilden Keller
Additional Thanks,Johanna & Karen Peterson
Additional Thanks,Kenneth Gregg
Additional Thanks,Javon Demetrius-Cogmon
Additional Thanks,Matsuba Family
Additional Thanks,Anthony DeFrancesco
Additional Thanks,Julian Feinberg
Additional Thanks,Dylan Cole
Additional Thanks,Amanda Sabo
Additional Thanks,Ivan Kolev
Additional Thanks,Frantic Films
Additional Thanks,Jo Anne
Additional Thanks,Gavin
Additional Thanks,Jason & David Carpenter
Additional Thanks,Judah Mehler
Additional Thanks,Jordu Schell
Additional Thanks,Shawn Steiner
Additional Thanks,Boskk
Additional Thanks,Ray Harryhausen
Additional Thanks,Orson Welles
Additional Thanks,Max Huggins
Additional Thanks,Taj Burrow
Additional Thanks,Kelly Slater
Additional Thanks,Shane Dorian
Additional Thanks,Barry & Jeff Deffenbaugh
Additional Thanks,Amber Ray
Additional Thanks,Tiffany and Taylor Hayes
Additional Thanks,Andrea Lobo
Additional Thanks,The Idols & Pat Morrison
Additional Thanks,Shane Hensley
Additional Thanks,Michele Henze
Additional Thanks,Claudia & Alanna Guerrero
Additional Thanks,My brother Brad... we all need heroes
Additional Thanks,Kim & Ashley Bridenbecker
Additional Thanks,Alexander K. Lee
Additional Thanks,The Chosen & Bill
Additional Thanks,Peter Milizia
Additional Thanks,The Petras Family
Additional Thanks,Rob Chacko
Additional Thanks,Kandice Murray
Additional Thanks,Michelle Delgado
Additional Thanks,The Thavirats & Corinna Lee
Additional Thanks,Kayla Hong-Tim Nguyen
Additional Thanks,Mike Phillips
Additional Thanks,Cathy Tsai and The Chow Family
Additional Thanks,Suzanne Di Piazza
Additional Thanks,Pooka
Additional Thanks,Kerri Jaquith Simmons
Additional Thanks,Patricia
Additional Thanks,"Nate, Chris, Matt & Jenna"
Additional Thanks,Laura Szigeti
Additional Thanks,Sofia Vergara
Additional Thanks,Sarah Arellano
Additional Thanks,Olivia Lee Heiberg
Additional Thanks,Nikita Mikros
Additional Thanks,April & Sofia Metzen
Additional Thanks,Girls of Starbucks
Additional Thanks,"Mary,Johnny, and Joey Cash"
Additional Thanks,Katherine & Penelope Jordan
Additional Thanks,Danna
Additional Thanks,Jessica
Additional Thanks,Tisa
Additional Thanks,Jade and Breanna
Additional Thanks,Gammaray Helen Mckenney
Additional Thanks,Bill & Kathie Blomberg
Additional Thanks,The Sakamoto Family
Additional Thanks,"Nick ""Blood Angel"" Betteker"
Additional Thanks,Angelista
Additional Thanks,Napoleon Dynamite
Additional Thanks,Joohyun Lee
Additional Thanks,April and Noah Beardslee
Additional Thanks,Dawn Marshall
Additional Thanks,Mandilynn Weygandt
Additional Thanks,Stephanie Keefer
Additional Thanks,the good people of The Daily Blab
Additional Thanks,"Ed, May, & Sheryl Narahara"
Additional Thanks,Arleen Powell
Additional Thanks,Andrew Thorson
Additional Thanks,Imelda & Alex Kern
Additional Thanks,Olivia Lee
Additional Thanks,Peter Jackson
Additional Thanks,"Victoria, Garrett, & Cassandra"
Additional Thanks,Katherine Jordan
Additional Thanks,Gina MacGregor
Additional Thanks,Karen & Julia Barris
Additional Thanks,The Infamous Kitt3n
Additional Thanks,Hilary & F.C. Carnes
Additional Thanks,Happy 30th to RUSH
Additional Thanks,Lara Lee
Additional Thanks,Brenda Perdion
Additional Thanks,Tina & Melissa Maloof
Additional Thanks,The Pearce Family
Additional Thanks,Smoove TB
Additional Thanks,The Bandit
Additional Thanks,The PUNisher
Additional Thanks,The Leaky Faucet
Additional Thanks,T. Blave
Additional Thanks,The Censor
